Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
42.1000,2871,1624967,-1515732,-1421841,753426,156056,-123892,0
42.7111,2837,1639834,-1501507,-1180637,638265,-2745,-176158,0
43.3028,2818,1716821,-1154508,-1706816,470974,301089,6,0
43.9194,2887,1685502,-1393094,-1642122,748220,316980,-123798,0
44.5611,2976,1854704,-1332800,-1452573,877797,299544,-45589,0
45.2444,2647,1405845,-1186738,-1762902,566372,336565,-69474,0
45.9389,2821,1558076,-1387702,-1557896,758320,262040,-43131,0
46.6278,2984,1778001,-1435119,-1374871,755594,292478,-64106,0
47.2917,2816,1434101,-1027258,-1577470,985050,245975,333704,0
47.9000,2799,1551403,-1424434,-1194897,866109,1504,44360,0
48.4806,2884,1812140,-1370839,-1436733,764666,210068,-21550,0
49.0667,2895,1734827,-1665129,-1426166,998498,187303,-221235,0
49.6667,2964,1892403,-1454658,-1697052,506525,401695,-179998,0
50.3028,2867,1603000,-1636750,-1369075,900466,199705,-251341,0
50.9444,2789,1664268,-1308743,-1716715,398568,267101,-184514,0
51.5361,2776,1591034,-1508742,-1177808,766611,-37452,-33539,0
52.1139,2764,1609131,-1749978,-1556204,220584,470161,-612881,1
52.7000,3029,1666259,-1501617,-1583415,919307,241808,-98636,0
53.3056,2927,1750430,-1474073,-1450966,920512,255732,-138726,0
53.9389,2941,1654568,-1568779,-1277810,1023824,216700,-147411,1
54.5889,2923,1608247,-1647793,-1245869,846836,137311,-200076,0
55.2000,2860,1645816,-1388206,-1406586,470763,103885,-189158,0
55.7639,2816,1564983,-1590235,-1147585,784915,26739,-120039,0
56.3278,2828,1565169,-1547608,-1474696,806553,150590,-189628,0
56.9083,2948,1895938,-1162683,-1747884,637642,368593,-10886,0
57.5472,2936,1589594,-1680079,-1296403,1041218,152814,-247125,0
58.2250,2904,1754929,-1252884,-1645394,670577,366765,-41507,0
58.9278,2921,1641902,-1333555,-1519915,826172,260797,-78719,0
59.6139,2868,1626097,-1422341,-1378684,611547,134415,-104595,0
60.2111,2675,1461364,-1572794,-1276374,628020,-43206,-236077,0
60.8083,2853,1763494,-1317391,-1568500,882384,244497,-43476,0
61.4083,2933,1559820,-1633840,-1336583,1056462,154596,-215163,0
